,index,NewsId,Ticker,NewsTitle,NewsFullContent,PublicDate,len,word_len
96,222927,274988,GAS,GAS - Thông qua tổ chức ĐHCĐ bất thường năm 2016,  Theo đó Hội đồng quản trị thông qua kế hoạch chốt danh sách cổ đông tham dự cuộc họp ĐHCĐ bất thường năm 2016     Ngày đăng ký cuối cùng vào 23 12 2015 và ngày dự kiến tổ chức vào 22 1 2016     Tải file gốc        ,2015-12-10 15:59:00.000,216,6
97,222953,275014,GAS,"GAS - Năm 2015, sẽ hoàn thành vượt mức kế hoạch 5 - 10%",  Theo ông Phạm Đăng Nam Phó tổng giám đốc GAS mục đích của việc triệu tập cuộc họp ĐHCĐ bất thường lần này là để bầu bổ sung thành viên HĐQT do có thành viên HĐQT đến tuổi nghỉ hưu và thay đổi Trưởng ban Kiểm soát     Về kết quả kinh doanh năm 2015 ông Nam cho hay năm 2015 Tổng công ty dự kiến hoàn thành vượt 5 10  kế hoạch lợi nhuận năm  9 tháng đầu năm GAS đạt gần 7 490 tỷ đồng lợi nhuận sau thuế cổ đông công ty mẹ thu nhập trên mỗi cổ phần đạt 3 872 đồng     Về kế hoạch kinh doanh năm 2016 theo ông Nam do giá dầu thế giới giảm mạnh nên hoạt động của Tổng công ty bị ảnh hưởng  Hiện nay chúng tôi đang làm kế hoạch cho năm 2016 nhưng con số chính xác chưa thể công bố được ông Nam nói     Những ngày qua giá dầu thô trên thị trường liên tiếp sụt giảm về gần với mức đáy của 7 năm là 37 USD thùng dầu Brent sau khi Tổ chức Các nước xuất khẩu dầu mỏ  OPEC  tuyên bố không cắt giảm sản lượng  Ngày 10 12 2015 giá dầu giao ngay đạt 40 17 USD thùng trong khi giá dầu tương lai là 37 08 USD thùng         ,2015-12-11 08:15:00.000,1008,6
98,223041,275103,GAS,GAS - 21/12 GDKHQ tham dự ĐHCĐ bất thường năm 2015,  Tổ chức niêm yết   Tổng Công ty Khí Việt Nam CTCP    Mã chứng khoán   GAS    Loại chứng khoán   Cổ phiếu phổ thông    Mệnh giá   10 000 đồng  mười nghìn đồng     Ngày giao dịch không hưởng quyền  21 12 2015    Ngày đăng ký cuối cùng   23 12 2015    Lý do và mục đích   Tham dự cuộc họp Đại hội đồng cổ đông bất thường    Thời gian thực hiện   Dự kiến ngày 22 01 2016    Địa điểm thực hiện   Tại trụ sở chính của PV GAS    Nội dung họp   bầu miễn nhiệm thành viên Ban kiểm soát  chấp thuận việc Hội đồng quản trị bổ nhiệm thành viên Hội đồng quản trị Tổng Công ty        ,2015-12-11 14:38:00.000,572,6
99,224699,276765,GAS,GAS - Điều chỉnh giảm LNST năm 2015 xuống còn 8.200 tỷ đồng,  Theo đó Hội đồng quản trị thống nhất điều chỉnh kế hoạch kinh doanh năm 2015  Cụ thể         Tải file gốc        ,2015-12-30 09:57:00.000,115,5
100,224908,276972,GAS,GAS - Mời họp ĐHCĐ bất thường năm 2016,  Theo đó Công ty tổ chức ĐHCĐ bất thường vào 8h30 ngày 22 tháng 1 năm 2016 tại Phòng họp số 4 tầng 15 Tòa nhà PV Gas Tower số 673 đường Nguyễn Hữu Thọ xã Phước Kiến huyện Nhà Bè thành phồ Hồ Chí Minh     Nội dung họp  Bầu miễn nhiệm Thành viên BKS  chấp thuận Hội đồng quản trị bổ nhiệm Thành viên HĐQT độc lập     Tải file gốc         ,2015-12-31 16:36:00.000,338,6
101,224937,276999,GAS,"Năm 2015, GAS lãi trước thuế gần 11.000 tỷ đồng, chỉ đạt 78% kế hoạch",  Tuy nhiên so với kế hoạch đã được ĐHCĐ thông qua hồi đầu năm con số trên vẫn thấp hơn rất nhiều và vào những ngày cuối năm HĐQT GAS đã có nghị quyết về việc điều chỉnh kế hoạch năm 2015  Theo đó HĐQT GAS đã thông qua điều chỉnh kế hoạch doanh thu cả năm từ 69 539 tỷ đồng xuống 61 000 tỷ đồng tương ứng mức giảm 12  so với kế hoạch ban đầu  Chỉ tiêu lợi nhuận trước thuế cũng giảm 27  từ 14 164 tỷ đồng xuống còn 10 300 tỷ đồng     Trong năm 2015 giá dầu thô ở mức thấp  bình quân khoảng 50 USD thùng so với năm 2014 là trên 100 USD thùng  đã tác động đến giá khí bán cho khách hàng điện đạm khí thấp áp CNG và ảnh hưởng trực tiếp đến kết quả sản xuất – kinh doanh của GAS     Để giảm bớt ảnh hưởng của giá dầu đến hoạt động sản xuất – kinh doanh PV GAS đã chủ động xây dựng kế hoạch trên cơ sở cân đối ưu tiên huy động khí từ các mỏ lô có chi phí đầu vào thấp sau khi đảm bảo nghĩa vụ hợp đồng theo cam kết với khách hàng  thực hiện công tác điều độ ấn định hợp lý  kiểm soát chặt chẽ và đảm bảo hệ thống khí của PV GAS vận hành ổn định không để bất kỳ sự cố nào xảy ra làm dừng giảm khí  Điều này đã phần nào giúp PV GAS hoàn thành vượt mức kế hoạch sản lượng khí cung cấp giảm đáng kể mức độ ảnh hưởng doanh thu và lợi nhuận do giá dầu giảm thấp         ,2016-01-04 08:38:00.000,1259,6
102,225908,277963,GAS,"PVN vượt kế hoạch doanh thu, PVGas lo các mỏ khí giá rẻ suy giảm sản lượng",  Thông tin trên được đưa ra Hội thảo kế hoạch khai thác và những thách thức khi phát triển các nguồn khí tại Việt Nam giai đoạn đến năm 2025 diễn ra ngày 8 1 2016 do Tập đoàn Dầu khí Việt Nam  PVN  tổ chức     Tổng giám đốc PV Gas đề xuất xem xét nhập khẩu LNG    Tại Hội thảo Tổng giám đốc PV Gas Dương Mạnh Sơn cho biết ngành công nghiệp khí Việt Nam đang phải đối mặt với một số thách thức từ khai thác phân phối đến giá khí  Trong đó các mỏ khí của Việt Nam có giá trị khai thác phân phối thấp  dưới 5USD m3 khí  đang bắt đầu suy giảm sản lượng một số mỏ khí chuẩn bị đưa vào khai thác lại xa bờ có giá phân phối cao lên đến gần 10 USD m3 khí  Dự đoán đến năm 2018 các mỏ khí có giá thấp sẽ có thể suy giảm đến mức độ ngừng cung cấp khí cho toàn bộ các vùng Đông Nam bộ Tây Nam bộ     Tổng giám đốc PV Gas Dương Mạnh Sơn đã khẳng định những khó khăn của đơn vị đang gặp phải về vấn đề giá khí khi giá dầu xuống thấp  Đồng thời đề xuất nên xem xét thực hiện nhập khẩu LNG trong thời điểm giá dầu đang xuống thấp như hiện nay sẽ đem lại giá trị không nhỏ khi phân phối cho các khách hàng tại Việt Nam     PV GAS hiện tại đang triển khai các dự án nhập khẩu LNG bao gồm  Kho cảng LNG Thị Vải với công suất thiết kế 1 triệu tấn năm nhập khẩu LNG cung cấp khí tái hóa cho các hộ tiêu thụ khí với tổng mức đầu tư 285 8 triệu USD dự kiến hoàn thành và đi vào hoạt động trong giai đoạn 2019 2020 và Cảng nhập và tái hóa khí LNG 3 6 triệu tấn năm tại Sơn Mỹ  Kho LNG Sơn Mỹ  với công suất 3 6 triệu tấn năm tổng mức đầu tư khoảng 1 35 tỷ USD dự kiến hoàn thành Giai đoạn 1 và đi vào hoạt động trong giai đoạn 2022 2023     PVN đạt doanh thu 560 100 tỷ đồng năm 2015 vượt 14  kế hoạch năm        Về phía Tập đoàn PVN theo báo cáo của ông Nguyễn Quốc Khánh quyền Chủ tịch HĐTV kiêm Tổng giám đốc Tập đoàn gia tăng trữ lượng dầu khí năm 2015 hoàn thành kế hoạch cả năm trước 2 tháng đạt 40 5 triệu tấn dầu quy đổi vượt 8 0  kế hoạch năm  tổng sản lượng khai thác quy dầu hoàn thành vượt mức kế hoạch cả năm đạt 29 42 triệu tấn dầu quy đổi  tổng doanh thu toàn Tập đoàn năm 2015 đạt 560 100 tỷ đồng bằng 114 0  so với kế hoạch năm  nộp ngân sách Nhà nước 115 100 tỷ đồng bằng 119 8  kế hoạch năm         Các chỉ tiêu cơ bản khác như doanh thu hợp nhất tổng lợi nhuận sau thuế tổng tài sản hệ số bảo toàn vốn tỷ suất lợi nhuận sau thuế vốn chủ sở hữu bình quân và hệ số nợ tổng tài sản toàn Tập đoàn và Công ty mẹ đều đạt và vượt so với kế hoạch đề ra     Đặc biệt trong điều kiện năm 2011 2015 thu nộp Ngân sách Nhà nước gặp nhiều khó khăn Tập đoàn đã đóng góp cho Ngân sách Nhà nước vượt 214 1000 tỷ đồng tương đương khoảng 10 1 tỷ USD so với kế hoạch hàng năm Chính phủ giao     Tập đoàn sẽ bám sát diễn biến giá dầu năm 2016 để chỉ đạo và có các giải pháp kịp thời ứng phó với những biến động của giá dầu từng thời điểm trong năm 2016 với nhiều kịch bản khác nhau trong đó tập trung chỉ đạo rà soát tiết giảm chi phí hạ giá thành sản phẩm  tiếp tục củng cố và tăng cường công tác dự báo thị trường để luôn chủ động cân đối hợp lý sản lượng khai thác của từng mỏ so với giá thành  điều phối hợp lý giữa sản lượng khai thác xuất khẩu và chế biến           ,2016-01-13 10:05:00.000,3165,6
103,226052,278115,GAS,"GAS - Phát hành 18,95 triệu cổ phiếu ESOP",  Theo đó GAS phát hành 18 95 cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty     Cổ phiếu phát hành ESOP bị hạn chế chuyển nhượng trong vòng 1 năm kể từ ngày hoàn thành đợt phát hành     Thời gian thực hiện  từ ngày 4 12 2015 đến ngày 29 1 2016    Tải file gốc        ,2016-01-14 10:22:00.000,290,6
104,226614,278677,GAS,GAS - Ông Phạm Đình Đạt đăng ký bán 11.500 CP,  Tên người thực hiện giao dịch  Phạm Đình Đạt    Mã chứng khoán  GAS    Chức vụ hiện nay tại tổ chức niêm yết  Thành viên BKS    Số lượng cổ phiếu nắm giữ trước khi thực hiện giao dịch  11 500 CP    Số lượng cổ phiếu đăng ký bán  11 500 CP    Số lượng cổ phiếu nắm giữ sau khi thực hiện giao dịch  0 CP    Mục đích thực hiện giao dịch  Chi tiêu cá nhân    Phương thức thực hiện giao dịch  Khớp lệnh    Thời gian thực hiện giao dịch  từ ngày 22 1 2016 đến ngày 20 2 2016    Tải file gốc        ,2016-01-20 09:21:00.000,495,6
105,227035,279098,GAS,"PV GAS lãi sau thuế 8.200 tỷ đồng, hoàn thành kế hoạch năm 2015",  Theo tin từ Tổng Công ty Khí Việt Nam CTCP  mã GAS  năm 2015 GAS đạt 62 300 tỷ đồng doanh thu và 10 300 tỷ đồng lợi nhuận trước thuế  Lợi nhuận sau thuế của Doanh nghiệp đạt 8 200 tỷ đồng     Với kế hoạch 61 000 tỷ đồng doanh thu và 8 200 tỷ đồng lợi nhuận sau thuế đã điều chỉnh vào ngày 29 12 2015 kết thúc năm 2015 GAS đã vượt 2 1  kế hoạch doanh thu và hoàn thành kế hoạch lợi nhuận sau thuế     Tổng Công ty cũng hoàn thành chỉ tiêu nộp ngân sách nhà nước 4 300 tỷ đồng     Trong năm 2015 GAS chiếm xấp xỉ 70  thị phần LPG cả nước cung cấp nguồn nguyên nhiên liệu để sản xuất khoảng 35  sản lượng điện 70  nhu cầu phân đạm cả nước     GAS cũng xác định trong năm 2016 sẽ đối mặt với nhiều thách thức từ bên ngoài như kinh tế thế giới có nhiều biến động phức tạp và khó lường đặc biệt giá dầu tiếp tục sụt giảm và chưa có dấu hiệu hồi phục hiện tượng phá giá đồng tiền một số nước rủi ro tỷ giá       Dự kiến trong năm 2016 GAS sẽ đưa vào vận hành dự án cấp bù khí ẩm Nam Côn Sơn cho GPP Dinh Cố ERP giai đoạn cơ sở  hoàn thành Module 1 2          ,2016-01-22 15:35:00.000,1054,6
106,227083,279146,GAS,GAS - Thông qua thay đổi nhân sự,  Theo đó đại hội thông qua miễn nhiệm chức vụ Kiểm soát viên Tổng Công ty đối với ông Nguyễn Anh Tuấn     Bầu ông Mai Hữu Ngạn giữ chức Kiểm soát viên TCT Thay ông Nguyễn Anh Tuấn     Bổ nhiệm ông Dương Mạnh Sơn giữ chức danh Thành viên HĐQT kiêm Tổng Giám đốc TCT    Bổ nhiệm bà Võ Thị Thanh Ngọc giữ chức Thành viên HĐQT TCT    Bổ nhiệm ông Nguyễn Mạnh Tưởng giữ chức Thành viên HĐQT    Tải file gốc        ,2016-01-25 09:07:00.000,410,6
107,227111,279173,GAS,GAS đặt mục tiêu cổ tức tối thiểu 30%,  Tại cuộc họp ĐHCĐ bất thường cuối tuần qua lãnh đạo GAS chia sẻ kế hoạch kinh doanh của Tổng công ty có thể bị ảnh hưởng bởi nhiều yếu tố đặc biệt là giá dầu đang ở mức thấp  Tuy nhiên GAS đặt mục tiêu chia cổ tức tối thiểu 30  bằng tiền mặt  Cổ tức năm 2015 GAS sẽ thực hiện chia 30  bằng tiền mặt     GAS phấn đấu đến năm 2025 vươn lên vị trí thứ 4 khu vực ASEAN về sản lượng khí kinh doanh hành năm và có tên trong danh sách các DN khí mạnh của châu Á         ,2016-01-25 10:34:00.000,465,6
108,228134,280202,GAS,GAS - Thông qua kết quả phát hành CP theo chương trình lựa chọn cho NLĐ trong Cty,"  1  Tổng số lượng cổ phiếu đăng ký phát hành  18 950 000 CP    Tổng số lượng cổ phiếu đã phát hành  18 950 000 CP    Tổng giá trị cổ phiếu đã phát hành theo mệnh giá  189 500 000 000 đồng    Vốn điều lệ của Tổng Công ty trước khi phát hành  18 950 000 000 000 đồng    Vốn điều lệ của Tổng Công ty sau khi phát hành  19 139 500 000 000 đồng    2  Thông qua sửa đổi bổ sung điều lệ của Tổng Công ty liên quan đến việc thay đổi vốn điều lệ và báo cáo ĐHĐCĐ tại cuôc họp gần nhất     Cụ thể sửa đổi Khoản 1 Điều 5 Điều lệ của Tổng Công ty thành     ""Vốn điều lệ của Tổng Công ty là  19 139 500 000 000 đồng  Tổng số vốn điều lệ của Tổng Công ty được chia thành 1 913 950 000 cổ phần với mênh giá là 10 000 đồng CP""       Tải file gốc          ",2016-02-01 10:50:00.000,740,5
109,228159,280227,GAS,GAS vượt 6% kế hoạch lợi nhuận sau thuế điều chỉnh,  Lợi nhuận sau thuế hợp nhất đạt 8 610 tỷ đồng vượt 5  kế hoạch năm  Lợi nhuận sau thuế Công ty mẹ PVGas đạt 8 500 tỷ đồng vượt 6  kế hoạch năm  Tỷ suất lợi nhuận sau thuế hợp nhất vốn chủ hữu bình quân đạt 21 8  Công ty mẹ đạt 23 1      Đây là kế hoạch kinh doanh đã được PVGas điều chỉnh vào gần cuối năm 2015 không phải là kế hoạch kinh doanh đã được ĐHCĐ thông qua hồi đầu năm     Hệ số bảo toàn vốn của Công ty mẹ PV Gas tại thời điểm ngày 31 12 2015 đạt 1 06 lần  Vốn chủ sở hữu tại thời điểm ngày 31 12 2015 là 38 0 nghìn tỷ đồng Vốn chủ sở hữu tại thời điểm 1 1 2015 là 35 8 nghìn tỷ đồng      Hệ số nợ vốn chủ sở hữu tại thời điểm 31 12 2015 của Công ty mẹ PV Gas là 0 21 lần  nợ phải trả đến thời điểm 31 12 2015 là 8 120 tỷ đồng          ,2016-02-01 11:43:00.000,750,5
110,228261,280329,GAS,GAS - Thông qua chào mua công khai cổ phần Công ty Cổ phần CNG Việt Nam,  Thông qua phương án chào mua công khai cổ phiếu Công ty CP CNG Việt Nam để sở hữu 56  vốn điều lệ của CNG các nội dung sau     Tên cổ phiếu được chào mua  Cổ phiếu công ty CP CNG Việt Nam  mã CNG     Tổng số lượng tỷ lệ cổ phiếu dự kiến chào mua  15 120 000 tương đương 56  vốn điều lệ của CNG    Tổng số lượng tỷ lệ cổ phiếu dự kiến sở hữu sau khi kết thúc đợt chào mua  15 120 000 CP  56      Giá chào mua công khai  Theo Điểm  a  Khoản 1 Điều 48 của Nghị định 58 2012 NĐ CP    Nguồn vốn thực hiện  Từ nguồn tự có của Tổng Cty       Tải file gốc          ,2016-02-01 17:24:00.000,559,6
111,228344,280406,GAS,GAS - Báo cáo quản trị năm 2015,  Theo đó trong năm 2015 công ty tổ chức 16 cuộc họp Hội đồng quản trị và ban hành 18 nghị quyết và quyết định    Về giao dịch cổ phiếu  Không phát sinh    Tải file gốc        ,2016-02-02 10:07:00.000,176,5
112,229134,281202,GAS,GAS - Thay đổi giấy ĐKKD lần thứ 16,  Theo giấy ĐKKD mới vốn điều lệ của GAS là 19 139 500 000 000 đồng và người đại diện theo pháp luật của Công ty là ông Dương Mạnh Sơn – Tổng Giám đốc     Tải file gốc         ,2016-02-15 09:54:00.000,176,5
113,229167,281235,GAS,GAS - Chào mua công khai cổ phiếu CNG,  Theo đó GAS chào mua công khai 15 12 triệu cổ phiếu Công ty Cổ phần CNG Việt Nam  CNG  với mức giá chào mua 32 200 đồng CP     GAS cho biết mục đích chào mua của CNG là tái cơ cấu PV Gas  tăng tỷ lệ sở hữu tại CNG lên mức 56  vốn điều lệ thành công ty con của PV Gas  trực tiếp đầu tư quản lý hoạt động kinh doanh CNG phù hợp với các mục tiêu của PV Gas trong từng giai đoạn     Tải file gốc        ,2016-02-15 11:34:00.000,401,5
114,229624,281698,GAS,"GAS - Giá dầu thấp, lãi ròng quý IV giảm 78% so với cùng kỳ",  Theo BCTC quý IV hợp nhất doanh thu thuần của GAS đạt là 17 264 4 tỷ đồng giảm 9 2  so với cùng kỳ 2014 trong khi đó giá vốn hàng bán tăng 23 5  đã kéo lãi gộp xuống còn 1 969 85 tỷ đồng giảm 70 3      GAS cho biết việc giá dầu thế giới giảm mạnh xuống mức 30 USD thùng trong khi quý IV 2014 ở mức 57 USD thùng là nhân tố chính khiến doanh thu giảm mạnh các hoạt động khác vẫn diễn ra bình thường     Mảng tài chính doanh thu giảm hơn 9  xuống 257 44 tỷ đồng và chi phí cũng giảm 50 3  dừng ở mức 65 6 tỷ đồng  Mặt khác chi phí bán hàng tăng 27  lên mức 492 tỷ đồng trong khi chi phí quản lý được cắt giảm 15  xuống mức gần 271 tỷ đồng     Mặc dù lợi nhuận khác tăng mạnh lên 50 6 tỷ đồng  cùng kỳ 2014 chỉ gần 1 tỷ đồng  nhờ khoản bồi thường tổn thất đường ống PM3 và thu từ dự án thanh lý thu gom khí Đại Hùng GAS vẫn chỉ ghi nhận lãi ròng 1 044 5 tỷ đồng giảm 78  so với quý IV 2014     Kết thúc năm 2015 tổng doanh thu thuần của GAS đạt 64 290 tỷ đồng vượt 6  kế hoạch năm  đã điều chỉnh giảm còn 61 000 tỷ đồng   Lãi sau thuế đạt 8 831 6 tỷ đồng giảm 38  so với năm 2014 tuy nhiên vượt 8  kế hoạch năm mà GAS đã điều chỉnh trước đó  từ 11 526 tỷ còn 8 200 tỷ đồng      Trong đó lãi ròng hợp nhất 2015 đạt 8 534 tỷ đồng giảm 40  so với năm trước     Tải file gốc         ,2016-02-18 11:56:00.000,1277,6
115,230177,282250,GAS,GAS - Ông Phạm Đình Đạt giao dịch bất thành,  Tên người thực hiện giao dịch  Phạm Đình Đạt    Mã chứng khoán  GAS    Chức vụ hiện nay tại tổ chức niêm yết  Thành viên BKS    Số lượng cổ phiếu nắm giữ trước khi thực hiện giao dịch  11 500 CP    Số lượng cổ phiếu đăng ký bán  11 500 CP    Số lượng cổ phiếu đã bán  0 CP    Số lượng cổ phiếu nắm giữ sau khi thực hiện giao dịch  11 500 CP    Mục đích thực hiện giao dịch  Chi tiêu cá nhân    Phương thức thực hiện giao dịch  Khớp lệnh    Thời gian thực hiện giao dịch  từ ngày 22 1 2016 đến ngày 20 2 2016    Tải file gốc        ,2016-02-24 09:30:00.000,534,6
