,Unnamed: 0,index,NewsId,Ticker,NewsTitle,NewsFullContent,PublicDate,OrganCode
26009,26009,26032,40908,MSN,MSN: Vi phạm công bố thông tin của cổ đông nội bộ,(Theo hsx.vn),2009-12-28 15:47:00,MSN
26042,26042,26065,40931,MSN,MSN: BI Private Equity New Markets II K/S đăng ký giao dịch mua 6.350.474 cp,"1. Tên người thực hiện giao dịch: Nguyễn Thiều Quang- Mã chứng khoán giao dịch: MSN- Số lượng, tỷ lệ cổ phiếu nắm giữ trước khi thực hiện giao dịch: 6.963.403 CP chiếm 1,46% vốn CP- Tên của người có liên quan tại tổ chức niêm yết: Nguyễn Thiều Nam (Quan hệ: anh ruột)- Chức vụ hiện nay của người có liên quan tại tổ chức niêm yết: thành viên Hội đồng quản trị kiêm Phó Tổng Giám đốc - Số lượng cổ phiếu đăng ký bán: 1.000.000 CP - Số lượng, tỷ lệ cổ phiếu nắm giữ sau khi thực hiện giao dịch: 5.963.403 CP, chiếm 1,25% vốn CP- Mục đích thực hiện giao dịch: sắp xếp tài chính cá nhân- Thời gian dự kiến thực hiện giao dịch: 30/12/2009 đến 04/01/2010- Phương thức giao dịch: thỏa thuận2. Tên tổ chức thực hiện giao dịch: BI Private Equity New Markets II K/S- Mã chứng khoán giao dịch: MSN- Số lượng, tỷ lệ cổ phiếu nắm giữ trước khi thực hiện giao dịch: 48.333.854 CP chiếm 10,146% vốn CP- Tên của người có liên quan tại tổ chức niêm yết: Lars Kjaer (đại diện phần vốn của BI Private Equity New Markets II K/S tại Ma San)- Chức vụ hiện nay của người có liên quan tại tổ chức niêm yết: thành viên Hội đồng quản trị - Số lượng cổ phiếu đăng ký mua: 6.350.474CP - Số lượng, tỷ lệ cổ phiếu nắm giữ sau khi thực hiện giao dịch: 54.684.328 CP, chiếm 11,479% vốn CP- Mục đích thực hiện giao dịch: tái cấu trúc danh mục đầu tư- Thời gian dự kiến thực hiện giao dịch: 30/12/2009 đến 04/01/2010- Phương thức giao dịch: thỏa thuận",2009-12-28 17:36:00,MSN
26588,26588,26612,41461,MSN,"MSN: BI Private Equity New Markets II K/S đã mua hơn 6,3 triệu cổ phiếu","Tên tổ chức thực hiện giao dịch: BI Private Equity New Markets II K/SMã chứng khoán giao dịch: MSNSố lượng, tỷ lệ cổ phiếu nắm giữ trước khi thực hiện giao dịch: 48.333.854 CP chiếm 10,146% vốn CPTên của người có liên quan tại tổ chức niêm yết: Lars Kjaer (đại diện phần vốn của BI Private Equity New Markets II K/S tại Ma San)Chức vụ hiện nay của người có liên quan tại tổ chức niêm yết: thành viên Hội đồng quản trị - Số lượng cổ phiếu đăng ký mua: 6.350.474CPSố lượng cổ phiếu đã mua: 6.350.474CP Số lượng, tỷ lệ cổ phiếu nắm giữ sau khi thực hiện giao dịch: 54.684.328 CP, chiếm 11,479% vốn CPMục đích thực hiện giao dịch: tái cấu trúc danh mục đầu tưThời gian thực hiện giao dịch: 29/12/2009 ",2010-01-04 16:52:00,MSN
26589,26589,26613,41462,MSN,MSN: Anh ruột Thành viên HĐQT kiêm Phó TGĐ đã bán 966.994 CP ,"Tên người thực hiện giao dịch: Nguyễn Thiều QuangMã chứng khoán giao dịch: MSNSố lượng, tỷ lệ cổ phiếu nắm giữ trước khi thực hiện giao dịch: 6.963.403 CP chiếm 1,46% vốn CPTên của người có liên quan tại tổ chức niêm yết: Nguyễn Thiều Nam (Quan hệ: anh ruột)Chức vụ hiện nay của người có liên quan tại tổ chức niêm yết: thành viên Hội đồng quản trị kiêm Phó Tổng Giám đốc Số lượng cổ phiếu đăng ký bán: 1.000.000 CPSố lượng cổ phiếu đã bán: 966.994 CP Số lượng, tỷ lệ cổ phiếu nắm giữ sau khi thực hiện giao dịch: 5.996.409 CP, chiếm 1,39% vốn CPMục đích thực hiện giao dịch: sắp xếp tài chính cá nhânThời gian thực hiện giao dịch: ngày 29/12/2009",2010-01-04 16:54:00,MSN
27634,27634,27659,42774,MSN,MSN: Báo cáo tài chính 9 tháng đầu năm 2009,File đính kèm: 20100115-MSN-BCTC 9 thang dau nam 2009.pdf ,2010-01-15 08:43:00,MSN
28573,28573,28598,43401,MSN,MSN: Niêm yết bổ sung 09 triệu cổ phiếu,Loại chứng khoán: cổ phiếu phổ thông Mệnh giá: 10.000 đồng/ cổ phiếu;Số lượng chứng khoán niêm yết bổ sung: 9.000.000 cổ phiếu (Chín triệu cổ phiếu)Tổng giá trị niêm yết bổ sung (theo mệnh giá): 90.000.000.000 đồng (Chín mươi tỷ đồng).,2010-01-26 10:27:00,MSN
29906,29906,29932,44728,MSN,"MSN: BI Private Equity New Markets III K/S đã mua trên 6,3 triệu cổ phiếu","Tên nhà đầu tư thực hiện giao dịch: BI PRIVATE EQUITY NEW MARKETS II K/S Mã chứng khoán thực hiện mua : MSNSố lượng cổ phiếu nắm giữ trước khi thực hiện giao dịch: 48.333.854 cổ phiếu, chiếm tỷ lệ 10,15%Số lượng cổ phiếu thực hiện mua: 6.350.474 cổ phiếu Số lượng cổ phiếu nắm giữ sau khi thực hiện giao dịch: 54.684.328 cổ phiếu, chiếm tỷ lệ 11,48%Thời gian thực hiện giao dịch ngày 29/12/2009 ",2010-02-08 16:59:00,MSN
31286,31286,31314,46078,MSN,MSN: Chốt danh sách cổ đông tổ chức ĐHĐCĐ thường niên ,"Loại chứng khoán: Cổ phiếu phổ thôngMệnh giá: 10.000 đ (mười nghìn đồng) Ngày giao dịch không hưởng quyền: 11/03/2010 (Trường hợp giao dịch thỏa thuận từ 100.000 cổ phiếu trở lên trong các ngày 11, 12/03/2010 thì người bán không được hưởng quyền).Ngày đăng ký cuối cùng: 15/03/2010Lý do và mục đích: Chốt danh sách để tổ chức đại hội đồng cổ đông thường niên năm 2010.Nội dung họp: Báo cáo tài chính kiểm toán 2009Các báo cáo năm 2009 của Hội đồng quản trị, Ban Kiểm soát và Ban Tổng giám đốcKế hoạch kinh doanh năm 2010Thời gian tổ chức đại hội: dự kiến ngày 24/04/2010. Trung tâm Lưu ký Chứng khoán Chi nhánh Tp.HCM sẽ tạm ngừng nhận lưu ký chứng khoán MSN vào những ngày 12,1516 /03/2010.",2010-03-04 11:09:00,MSN
35356,35356,35388,50116,MSN,MSN: Tổ chức ĐHĐCĐ thường niên năm 2010,"Theo đó, MSN sẽ tổ chức Đại hội vào 8h ngày 24 tháng 04/2010 tại Khách sạn Inter - Continental Asiana Saigon, góc Hai Bà Trưng và Lê Duẩn, Quận 1, Tp.HCMTài liệu họp cổ đông sẽ được đưang tải trên website của Công ty.",2010-04-14 08:16:00,MSN
35641,35641,35675,50380,MSN,MSN: Năm 2009 đạt 680 tỷ đồng LNST,"Theo BCTC kiểm toán, lợi nhuận thuần từ hoạt động kinh doanh và lợi nhuận sau thuế đạt tương ứng 689 tỷ đồng và 680 tỷ đồng, tăng 52,7% và 67,9% so với năm 2008.Masan Group đạt nhiều kết quả ấn tượng trong năm 2009. Tập đoàn chính thức niêm yết trên Sở GDCK TP. HCM vào tháng 11 và đã huy động thành công hơn 100 triệu USD từ các NĐT quốc tế như TPG, BankInvest và House Foods. Ngoài ra, nguồn tiền mặt dồi dào (hơn 1.123 tỷ đồng) sẽ tạo điều kiện cho Masan Group thúc đẩy sự tăng trưởng các hoạt động kinh doanh hiện tại và đầu tư vào các cơ hội kinh doanh mới. Các doanh nghiệp thành viên của Tập đoàn, Masan Food và Techcombank, cũng đạt được những kết quả khả quan trong năm qua. Cụ thể, doanh thu thuần và lợi nhuận sau thuế của Masan Food tăng lần lượt ở mức 105,7% và 67,2%; lợi nhuận sau thuế của Techcombank tăng 43,7%, trong khi ROA và ROE lần lượt đạt 2,3% và 26,3%.",2010-04-16 09:30:00,MSN
36205,36205,36245,50937,MSN,MSN: Báo cáo thường niên 2009,MSN- Bao cao thuong nien 2010.pdf ,2010-04-21 12:02:00,MSN
36565,36565,36608,51278,MSN,MSN: Dự kiến phát hành thêm 30 triệu cổ phần mới,"Đó là các nội dung chính được HĐQT Masan trình ĐHĐCĐ thường niên diễn ra sáng nay (24/04).Theo phương án phát hành cổ phần, trong năm 2010 và 4 tháng đầu năm, tập đoàn sẽ thực hiện phát hành 10 triệu cổ phần cho CBCNV thuộc chương trình ESOP 2010 nhằm đáp ứng nhu cầu vốn cho hoạt động kinh doanh, và bổ sung vốn lưu động của công ty. Dự kiến sau đợt phát hành này, vốn điều lệ của MSN tăng lên gần 4.954 tỷ đồng.Cũng trong thời gian này, MSN thực hiện phát hành 20 triệu cổ phần mới, tương đương 200 tỷ đồng, cho dưới 100 tổ chức trong và ngoài nước, có năng lực, có khả năng đóng góp vào hoạt động sản xuất kinh doanh của Tập đoàn và các công ty con. Vốn điều lệ sau đợt này tăng lên 5.154 tỷ đồng.Bên cạnh đó, Tập đoàn cũng phát hành tối đa 60 triệu quyền chọn mua cổ phần cho các cá nhân, tổ chức trong và ngoài nước có khả năng đóng góp cho sự phát triển của MSN. Đồng thời, phát hành chứng chỉ lưu ký cho các ngân hàng đầu tư có năng lực chuyên môn và năng lực tài chính.Theo các tờ trình này, HĐQT của MSN được giao toàn quyền lựa chọn đối tượng phát hành; quyết định số lượng chứng khoán phát hành đối với quyền mua cổ phần và chứng chỉ lưu ký, đồng thời xác định giá bán cũng như thời điểm chào bán và các vấn đề liên quan đến tất cả các loại chứng khoán trên nhằm đảm bảo lợi ích tốt nhất cho Tập đoàn cùng các cổ đông.Ngoài ra, theo tài liệu Đại hội, HĐQT của MSN dự báo năm 2010, lợi nhuận thuần sau thuế của Tập đoàn sẽ đạt từ 1.200 đến 2.000 tỷ đồng. Các đơn vị thành viên là Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank) và Masan Food sẽ trở thành doanh nghiệp dẫn đầu thị trường đồng thời lợi nhuận thuần sẽ có sự tăng trưởng đáng kể.Năm 2009, Tập đoàn đã huy động được hơn 100 triệu USD từ những tập đoàn hàng đầu thế giới như TPG, BankInvest và House Foods. Doanh thu thuần của toàn Tập đoàn đạt trên 4.078 tỷ đồng, lợi nhuận thuần đạt trên 679 tỷ đồng, tăng gần 280 tỷ đồng so với 2008.Hai đơn vị thành viên là Masan Food đạt trên 3.958 tỷ đồng doanh thu và 669 tỷ đồng lợi nhuận; còn Techcombank đạt 1.700 tỷ đồng lợi nhuận thuần, tăng trưởng mạnh so với năm 2008.Đại hội chính thức khai mạc vào lúc 8h45, tại Khách sạn Intercontinental số 39 Lê Duẩn, Quận 1, TPHCM.Tiếp tục cập nhật…Viết Vinh",2010-04-24 11:11:00,MSN
36677,36677,36721,51421,MSN,MSN: Thông qua phương án phát hành 20 triệu CP  trong năm 2010 và 4 tháng đầu năm 2011,"Cụ thể, Đại hội Đồng cổ đông đã thông qua kế hoạch phát hành cổ phiếu theo chương trình lựa chọn cho người lao động và phát hành cổ phần mới nhằm tăng vốn điều lệ. Trong đó, dự kiến Công ty sẽ phát hành 10 triệu cổ phiếu với giá 10.000 đồng/cp theo chương trình lựa chọn cho người lao động (ESOP).Đồng thời, Công ty cũng dự kiến phát hành thêm 20 triệu cổ phiếu với phương thức chào bán riêng lẻ cho 100 nhà đầu tư, thời gian trong năm 2010 và 4 tháng đầu năm 2011.Bên cạnh đó, Đại hội cũng thông qua phương án phát hành quyền chọn mua cổ phần mới của Công ty.",2010-04-26 16:31:00,MSN
36807,36807,36851,51551,MSN,MSN: Xin gia hạn nộp BCTC Công ty mẹ Quý I/2010,Do hiện nay MSN đang phải sắp xếp lại nhân sự phòng kế toán nên Công ty xin gia hạn thời gian nộp BCTC Quý I/2010 đến chậm nhất là ngày 20/5/2010.,2010-04-27 15:32:00,MSN
36968,36968,37014,51697,MSN,MSN: Công văn giải trình chênh lệch BCTC kiểm toán 2009 so với BCTC Quý IV/2009,"Theo đó, số liệu tại bảng kết quả hoạt động kinh doanh đã kiểm toán tăng hơn so với số liệu báo cáo tài chính Quý IV của Công ty do các nguyên nhân sau:- Trích trước vào doanh thu lãi tiền gửi của hợp đồng tiền gửi có kỳ hạn trả cuối kỳ mà Công ty chưa trích trên báo cáo quý IV là 9 tỉ đồng làm cho lợi nhuận tăng lên 9 tỉ đồng- Trích trước một số chi phí cho năm 2009- Điều chỉnh chi phí liên quan đến việc phát hành cổ phiếu mới làm giảm chi phí và thặng dư vốn Đó là nguyên nhân làm cho kết quả hoạt động kinh doanh sau kiểm toán tăng lên 44 tỉ đồng",2010-04-28 15:29:00,MSN
37334,37334,37381,52056,MSN,MSN: Mua và tái cấu trúc Nuiphaovica,Công ty và/hoặc Công ty con mua phần vốn góp trong Nuiphaovica;Công ty và/hoặc Công ty con mua khoản vay của Nuiphaovica;Công ty mua Công ty con mới để thực hiện dự án Nuiphaovica và tất cả các giao dịch khác của Công ty và/hoặc Công ty con để thực hiện dự án Nuiphaovica,2010-05-04 11:30:00,MSN
37899,37899,37953,52719,MSN,MSN: Phụ lục sửa đổi bổ sung Điều lệ,"MSN_Phụ lục sửa đổi, bổ sung điều lệ",2010-05-08 08:25:00,MSN
